8/8/8/8/8/8/8/Rk4K1 b - - 0 1,4288,36984,0
8/8/8/8/8/8/8/R1k3K1 b - - 0 1,4288,37624,-24
8/8/8/8/8/8/8/R2k2K1 b - - 0 1,4288,38264,-20
8/8/8/8/8/8/8/R3k1K1 b - - 0 1,4288,38904,-20
8/8/8/8/8/8/k7/R5K1 b - - 0 1,4288,31224,0
8/8/8/8/8/8/1k6/R5K1 w - - 0 1,4288,31864,23
8/8/8/8/8/8/1k6/R5K1 b - - 0 1,4288,31864,0
8/8/8/8/8/8/2k5/R5K1 w - - 0 1,4288,32504,19
8/8/8/8/8/8/2k5/R5K1 b - - 0 1,4288,32504,-26
8/8/8/8/8/8/3k4/R5K1 w - - 0 1,4288,33144,19
8/8/8/8/8/8/3k4/R5K1 b - - 0 1,4288,33144,-26
8/8/8/8/8/8/4k3/R5K1 w - - 0 1,4288,33784,19
8/8/8/8/8/8/4k3/R5K1 b - - 0 1,4288,33784,-26
8/8/8/8/8/k7/8/R5K1 b - - 0 1,4288,26104,-26
8/8/8/8/8/1k6/8/R5K1 w - - 0 1,4288,26744,25
8/8/8/8/8/1k6/8/R5K1 b - - 0 1,4288,26744,-28
8/8/8/8/8/2k5/8/R5K1 w - - 0 1,4288,27384,23
8/8/8/8/8/2k5/8/R5K1 b - - 0 1,4288,27384,-28
8/8/8/8/8/3k4/8/R5K1 w - - 0 1,4288,28024,23
8/8/8/8/8/3k4/8/R5K1 b - - 0 1,4288,28024,-30
8/8/8/8/8/4k3/8/R5K1 w - - 0 1,4288,28664,25
8/8/8/8/8/4k3/8/R5K1 b - - 0 1,4288,28664,-30
8/8/8/8/8/5k2/8/R5K1 w - - 0 1,4288,29304,25
8/8/8/8/8/5k2/8/R5K1 b - - 0 1,4288,29304,-30
8/8/8/8/8/6k1/8/R5K1 w - - 0 1,4288,29944,23
8/8/8/8/8/6k1/8/R5K1 b - - 0 1,4288,29944,-26
8/8/8/8/8/7k/8/R5K1 w - - 0 1,4288,30584,21
8/8/8/8/8/7k/8/R5K1 b - - 0 1,4288,30584,-24
8/8/8/8/k7/8/8/R5K1 b - - 0 1,4288,20984,-26
8/8/8/8/1k6/8/8/R5K1 w - - 0 1,4288,21624,23
8/8/8/8/1k6/8/8/R5K1 b - - 0 1,4288,21624,-28
8/8/8/8/2k5/8/8/R5K1 w - - 0 1,4288,22264,27
8/8/8/8/2k5/8/8/R5K1 b - - 0 1,4288,22264,-30
8/8/8/8/3k4/8/8/R5K1 w - - 0 1,4288,22904,27
8/8/8/8/3k4/8/8/R5K1 b - - 0 1,4288,22904,-30
8/8/8/8/4k3/8/8/R5K1 w - - 0 1,4288,23544,29
8/8/8/8/4k3/8/8/R5K1 b - - 0 1,4288,23544,-30
8/8/8/8/5k2/8/8/R5K1 w - - 0 1,4288,24184,25
8/8/8/8/5k2/8/8/R5K1 b - - 0 1,4288,24184,-30
8/8/8/8/6k1/8/8/R5K1 w - - 0 1,4288,24824,23
8/8/8/8/6k1/8/8/R5K1 b - - 0 1,4288,24824,-26
8/8/8/8/7k/8/8/R5K1 w - - 0 1,4288,25464,21
8/8/8/8/7k/8/8/R5K1 b - - 0 1,4288,25464,-24
8/8/8/k7/8/8/8/R5K1 b - - 0 1,4288,15864,-26
8/8/8/1k6/8/8/8/R5K1 w - - 0 1,4288,16504,25
8/8/8/1k6/8/8/8/R5K1 b - - 0 1,4288,16504,-28
8/8/8/2k5/8/8/8/R5K1 w - - 0 1,4288,17144,27
8/8/8/2k5/8/8/8/R5K1 b - - 0 1,4288,17144,-30
8/8/8/3k4/8/8/8/R5K1 w - - 0 1,4288,17784,29
8/8/8/3k4/8/8/8/R5K1 b - - 0 1,4288,17784,-30
8/8/8/4k3/8/8/8/R5K1 w - - 0 1,4288,18424,27
8/8/8/4k3/8/8/8/R5K1 b - - 0 1,4288,18424,-30
8/8/8/5k2/8/8/8/R5K1 w - - 0 1,4288,19064,25
8/8/8/5k2/8/8/8/R5K1 b - - 0 1,4288,19064,-30
8/8/8/6k1/8/8/8/R5K1 w - - 0 1,4288,19704,21
8/8/8/6k1/8/8/8/R5K1 b - - 0 1,4288,19704,-26
8/8/8/7k/8/8/8/R5K1 w - - 0 1,4288,20344,21
8/8/8/7k/8/8/8/R5K1 b - - 0 1,4288,20344,-24
8/8/k7/8/8/8/8/R5K1 b - - 0 1,4288,10744,-26
8/8/1k6/8/8/8/8/R5K1 w - - 0 1,4288,11384,23
8/8/1k6/8/8/8/8/R5K1 b - - 0 1,4288,11384,-28
8/8/2k5/8/8/8/8/R5K1 w - - 0 1,4288,12024,27
8/8/2k5/8/8/8/8/R5K1 b - - 0 1,4288,12024,-30
8/8/3k4/8/8/8/8/R5K1 w - - 0 1,4288,12664,27
8/8/3k4/8/8/8/8/R5K1 b - - 0 1,4288,12664,-30
8/8/4k3/8/8/8/8/R5K1 w - - 0 1,4288,13304,27
8/8/4k3/8/8/8/8/R5K1 b - - 0 1,4288,13304,-30
8/8/5k2/8/8/8/8/R5K1 w - - 0 1,4288,13944,25
8/8/5k2/8/8/8/8/R5K1 b - - 0 1,4288,13944,-28
8/8/6k1/8/8/8/8/R5K1 w - - 0 1,4288,14584,21
