8/8/8/8/8/8/5K2/Rk6 b - - 0 1,8768,36984,0
8/8/8/8/8/8/5K2/R1k5 b - - 0 1,8768,37624,-20
8/8/8/8/8/8/5K2/R2k4 b - - 0 1,8768,38264,-18
8/8/8/8/8/8/5K2/R6k b - - 0 1,8768,40824,-4
8/8/8/8/8/8/k4K2/R7 b - - 0 1,8768,31224,0
8/8/8/8/8/8/1k3K2/R7 w - - 0 1,8768,31864,19
8/8/8/8/8/8/1k3K2/R7 b - - 0 1,8768,31864,0
8/8/8/8/8/8/2k2K2/R7 w - - 0 1,8768,32504,17
8/8/8/8/8/8/2k2K2/R7 b - - 0 1,8768,32504,-22
8/8/8/8/8/8/3k1K2/R7 w - - 0 1,8768,33144,17
8/8/8/8/8/8/3k1K2/R7 b - - 0 1,8768,33144,-20
8/8/8/8/8/8/5K1k/R7 w - - 0 1,8768,35704,3
8/8/8/8/8/8/5K1k/R7 b - - 0 1,8768,35704,-4
8/8/8/8/8/k7/5K2/R7 b - - 0 1,8768,26104,-24
8/8/8/8/8/1k6/5K2/R7 w - - 0 1,8768,26744,21
8/8/8/8/8/1k6/5K2/R7 b - - 0 1,8768,26744,-26
8/8/8/8/8/2k5/5K2/R7 w - - 0 1,8768,27384,19
8/8/8/8/8/2k5/5K2/R7 b - - 0 1,8768,27384,-28
8/8/8/8/8/3k4/5K2/R7 w - - 0 1,8768,28024,19
8/8/8/8/8/3k4/5K2/R7 b - - 0 1,8768,28024,-28
8/8/8/8/8/7k/5K2/R7 w - - 0 1,8768,30584,3
8/8/8/8/8/7k/5K2/R7 b - - 0 1,8768,30584,-24
8/8/8/8/k7/8/5K2/R7 b - - 0 1,8768,20984,-24
8/8/8/8/1k6/8/5K2/R7 w - - 0 1,8768,21624,23
8/8/8/8/1k6/8/5K2/R7 b - - 0 1,8768,21624,-26
8/8/8/8/2k5/8/5K2/R7 w - - 0 1,8768,22264,25
8/8/8/8/2k5/8/5K2/R7 b - - 0 1,8768,22264,-28
8/8/8/8/3k4/8/5K2/R7 w - - 0 1,8768,22904,27
8/8/8/8/3k4/8/5K2/R7 b - - 0 1,8768,22904,-26
8/8/8/8/4k3/8/5K2/R7 w - - 0 1,8768,23544,25
8/8/8/8/4k3/8/5K2/R7 b - - 0 1,8768,23544,-28
8/8/8/8/5k2/8/5K2/R7 w - - 0 1,8768,24184,23
8/8/8/8/5k2/8/5K2/R7 b - - 0 1,8768,24184,-26
8/8/8/8/6k1/8/5K2/R7 w - - 0 1,8768,24824,23
8/8/8/8/6k1/8/5K2/R7 b - - 0 1,8768,24824,-24
8/8/8/8/7k/8/5K2/R7 w - - 0 1,8768,25464,15
8/8/8/8/7k/8/5K2/R7 b - - 0 1,8768,25464,-24
8/8/8/k7/8/8/5K2/R7 b - - 0 1,8768,15864,-24
8/8/8/1k6/8/8/5K2/R7 w - - 0 1,8768,16504,21
8/8/8/1k6/8/8/5K2/R7 b - - 0 1,8768,16504,-26
8/8/8/2k5/8/8/5K2/R7 w - - 0 1,8768,17144,25
8/8/8/2k5/8/8/5K2/R7 b - - 0 1,8768,17144,-28
8/8/8/3k4/8/8/5K2/R7 w - - 0 1,8768,17784,25
8/8/8/3k4/8/8/5K2/R7 b - - 0 1,8768,17784,-28
8/8/8/4k3/8/8/5K2/R7 w - - 0 1,8768,18424,25
8/8/8/4k3/8/8/5K2/R7 b - - 0 1,8768,18424,-28
8/8/8/5k2/8/8/5K2/R7 w - - 0 1,8768,19064,23
8/8/8/5k2/8/8/5K2/R7 b - - 0 1,8768,19064,-26
8/8/8/6k1/8/8/5K2/R7 w - - 0 1,8768,19704,21
8/8/8/6k1/8/8/5K2/R7 b - - 0 1,8768,19704,-24
8/8/8/7k/8/8/5K2/R7 w - - 0 1,8768,20344,13
8/8/8/7k/8/8/5K2/R7 b - - 0 1,8768,20344,-24
8/8/k7/8/8/8/5K2/R7 b - - 0 1,8768,10744,-24
8/8/1k6/8/8/8/5K2/R7 w - - 0 1,8768,11384,23
8/8/1k6/8/8/8/5K2/R7 b - - 0 1,8768,11384,-26
8/8/2k5/8/8/8/5K2/R7 w - - 0 1,8768,12024,25
8/8/2k5/8/8/8/5K2/R7 b - - 0 1,8768,12024,-26
8/8/3k4/8/8/8/5K2/R7 w - - 0 1,8768,12664,25
8/8/3k4/8/8/8/5K2/R7 b - - 0 1,8768,12664,-26
8/8/4k3/8/8/8/5K2/R7 w - - 0 1,8768,13304,25
8/8/4k3/8/8/8/5K2/R7 b - - 0 1,8768,13304,-26
8/8/5k2/8/8/8/5K2/R7 w - - 0 1,8768,13944,21
8/8/5k2/8/8/8/5K2/R7 b - - 0 1,8768,13944,-26
8/8/6k1/8/8/8/5K2/R7 w - - 0 1,8768,14584,21
8/8/6k1/8/8/8/5K2/R7 b - - 0 1,8768,14584,-24
8/8/7k/8/8/8/5K2/R7 w - - 0 1,8768,15224,15
8/8/7k/8/8/8/5K2/R7 b - - 0 1,8768,15224,-22
8/k7/8/8/8/8/5K2/R7 b - - 0 1,8768,5624,-24
8/1k6/8/8/8/8/5K2/R7 w - - 0 1,8768,6264,21
8/1k6/8/8/8/8/5K2/R7 b - - 0 1,8768,6264,-26
8/2k5/8/8/8/8/5K2/R7 w - - 0 1,8768,6904,25
8/2k5/8/8/8/8/5K2/R7 b - - 0 1,8768,6904,-26
8/3k4/8/8/8/8/5K2/R7 w - - 0 1,8768,7544,25
8/3k4/8/8/8/8/5K2/R7 b - - 0 1,8768,7544,-26
8/4k3/8/8/8/8/5K2/R7 w - - 0 1,8768,8184,23
8/4k3/8/8/8/8/5K2/R7 b - - 0 1,8768,8184,-26
8/5k2/8/8/8/8/5K2/R7 w - - 0 1,8768,8824,21
8/5k2/8/8/8/8/5K2/R7 b - - 0 1,8768,8824,-26
8/6k1/8/8/8/8/5K2/R7 w - - 0 1,8768,9464,21
8/6k1/8/8/8/8/5K2/R7 b - - 0 1,8768,9464,-22
8/7k/8/8/8/8/5K2/R7 w - - 0 1,8768,10104,13
8/7k/8/8/8/8/5K2/R7 b - - 0 1,8768,10104,-22
