8/K7/8/8/8/8/8/Rk6 b - - 0 1,31168,36984,0
8/K7/8/8/8/8/8/R1k5 b - - 0 1,31168,37624,-26
8/K7/8/8/8/8/8/R2k4 b - - 0 1,31168,38264,-26
8/K7/8/8/8/8/8/R3k3 b - - 0 1,31168,38904,-26
8/K7/8/8/8/8/8/R4k2 b - - 0 1,31168,39544,-26
8/K7/8/8/8/8/8/R5k1 b - - 0 1,31168,40184,-26
8/K7/8/8/8/8/8/R6k b - - 0 1,31168,40824,-26
8/K7/8/8/8/8/k7/R7 b - - 0 1,31168,31224,0
8/K7/8/8/8/8/1k6/R7 w - - 0 1,31168,31864,23
8/K7/8/8/8/8/1k6/R7 b - - 0 1,31168,31864,0
8/K7/8/8/8/8/2k5/R7 w - - 0 1,31168,32504,25
8/K7/8/8/8/8/2k5/R7 b - - 0 1,31168,32504,-28
8/K7/8/8/8/8/3k4/R7 w - - 0 1,31168,33144,23
8/K7/8/8/8/8/3k4/R7 b - - 0 1,31168,33144,-28
8/K7/8/8/8/8/4k3/R7 w - - 0 1,31168,33784,25
8/K7/8/8/8/8/4k3/R7 b - - 0 1,31168,33784,-28
8/K7/8/8/8/8/5k2/R7 w - - 0 1,31168,34424,23
8/K7/8/8/8/8/5k2/R7 b - - 0 1,31168,34424,-28
8/K7/8/8/8/8/6k1/R7 w - - 0 1,31168,35064,25
8/K7/8/8/8/8/6k1/R7 b - - 0 1,31168,35064,-28
8/K7/8/8/8/8/7k/R7 w - - 0 1,31168,35704,23
8/K7/8/8/8/8/7k/R7 b - - 0 1,31168,35704,-28
8/K7/8/8/8/k7/8/R7 b - - 0 1,31168,26104,-24
8/K7/8/8/8/1k6/8/R7 w - - 0 1,31168,26744,19
8/K7/8/8/8/1k6/8/R7 b - - 0 1,31168,26744,-26
8/K7/8/8/8/2k5/8/R7 w - - 0 1,31168,27384,23
8/K7/8/8/8/2k5/8/R7 b - - 0 1,31168,27384,-28
8/K7/8/8/8/3k4/8/R7 w - - 0 1,31168,28024,27
8/K7/8/8/8/3k4/8/R7 b - - 0 1,31168,28024,-30
8/K7/8/8/8/4k3/8/R7 w - - 0 1,31168,28664,27
8/K7/8/8/8/4k3/8/R7 b - - 0 1,31168,28664,-30
8/K7/8/8/8/5k2/8/R7 w - - 0 1,31168,29304,27
8/K7/8/8/8/5k2/8/R7 b - - 0 1,31168,29304,-30
8/K7/8/8/8/6k1/8/R7 w - - 0 1,31168,29944,27
8/K7/8/8/8/6k1/8/R7 b - - 0 1,31168,29944,-28
8/K7/8/8/8/7k/8/R7 w - - 0 1,31168,30584,23
8/K7/8/8/8/7k/8/R7 b - - 0 1,31168,30584,-28
8/K7/8/8/k7/8/8/R7 b - - 0 1,31168,20984,-20
8/K7/8/8/1k6/8/8/R7 w - - 0 1,31168,21624,19
8/K7/8/8/1k6/8/8/R7 b - - 0 1,31168,21624,-26
8/K7/8/8/2k5/8/8/R7 w - - 0 1,31168,22264,23
8/K7/8/8/2k5/8/8/R7 b - - 0 1,31168,22264,-30
8/K7/8/8/3k4/8/8/R7 w - - 0 1,31168,22904,27
8/K7/8/8/3k4/8/8/R7 b - - 0 1,31168,22904,-30
8/K7/8/8/4k3/8/8/R7 w - - 0 1,31168,23544,29
8/K7/8/8/4k3/8/8/R7 b - - 0 1,31168,23544,-30
8/K7/8/8/5k2/8/8/R7 w - - 0 1,31168,24184,27
8/K7/8/8/5k2/8/8/R7 b - - 0 1,31168,24184,-30
8/K7/8/8/6k1/8/8/R7 w - - 0 1,31168,24824,27
